O*NET-SOC Code,Title,original,text,text_weight_share,text_delta,combined,combined_weight_share,combined_delta,soc6
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.2302,0.2015,0.37466655914117397,-0.028699999999999976,0.1794,0.6323144158163095,-0.050799999999999984,51-4033
49-3023.00,Automotive Service Technicians and Mechanics,0.2296,0.1571,0.3526194495684751,-0.07250000000000001,0.132,0.6275267877454207,-0.09759999999999999,49-3023
49-9092.00,Commercial Divers,0.2295,0.1903,0.3234395669188162,-0.03920000000000001,0.1712,0.5815587671049094,-0.05830000000000002,49-9092
35-2014.00,"Cooks, Restaurant",0.2288,0.2165,0.15099112645516002,-0.012300000000000005,0.1856,0.6464043336154528,-0.043200000000000016,35-2014
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.2287,0.1917,0.4174454881188335,-0.03699999999999998,0.163,0.6453730342381833,-0.06569999999999998,49-9012
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.2282,0.201,0.39178033256168304,-0.027199999999999974,0.1765,0.5868398889340445,-0.051699999999999996,49-2021
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.2257,0.1919,0.3820260008027193,-0.033800000000000024,0.1413,0.7737417951030912,-0.0844,51-9032
49-3092.00,Recreational Vehicle Service Technicians,0.2241,0.1361,0.5071140578716256,-0.088,0.1117,0.8159417419187188,-0.1124,49-3092
49-3051.00,Motorboat Mechanics and Service Technicians,0.2236,0.1813,0.5187734234332116,-0.042300000000000004,0.1698,0.5957772049396591,-0.05379999999999999,49-3051
51-9022.00,"Grinding and Polishing Workers, Hand",0.222,0.1712,0.5631821813604261,-0.05080000000000001,0.1619,0.7487340914312772,-0.060100000000000015,51-9022
49-9011.00,Mechanical Door Repairers,0.2216,0.1927,0.5486334959152505,-0.02889999999999998,0.1765,0.7678695520061724,-0.0451,49-9011
51-9123.00,"Painting, Coating, and Decorating Workers",0.2209,0.1985,0.3849321091485586,-0.022400000000000003,0.114,0.8799683008941656,-0.10690000000000001,51-9123
53-7073.00,Wellhead Pumpers,0.2208,0.1952,0.21906509618798894,-0.025599999999999984,0.1566,0.5547926212508825,-0.06420000000000001,53-7073
45-2041.00,"Graders and Sorters, Agricultural Products",0.219,0.219,0.0,0.0,0.1917,0.4406424629496492,-0.02729999999999999,45-2041
47-5012.00,"Rotary Drill Operators, Oil and Gas",0.2188,0.1021,0.5709808199668185,-0.1167,0.067,0.8838262801659669,-0.1518,47-5012
29-2055.00,Surgical Technologists,0.2182,0.0627,0.7769608449163061,-0.1555,0.0557,0.8472348943074612,-0.1625,29-2055
53-5011.00,Sailors and Marine Oilers,0.218,0.1394,0.5549791302467195,-0.0786,0.1263,0.7286095637013922,-0.0917,53-5011
47-2031.00,Carpenters,0.2168,0.1944,0.41573787642642185,-0.022400000000000003,0.1728,0.7194116875194886,-0.043999999999999984,47-2031
51-7031.00,"Model Makers, Wood",0.2148,0.1984,0.24751699816612532,-0.016399999999999998,0.1824,0.567737377093746,-0.032399999999999984,51-7031
47-5041.00,Continuous Mining Machine Operators,0.2137,0.1135,0.5088319496192854,-0.1002,0.0983,0.7458237134725907,-0.1154,47-5041
51-4194.00,"Tool Grinders, Filers, and Sharpeners",0.2114,0.1697,0.3816759277487611,-0.041700000000000015,0.0904,0.8189025090798366,-0.12100000000000001,51-4194
45-4021.00,Fallers,0.211,0.1342,0.4276773569846343,-0.07679999999999998,0.1179,0.7252645885386773,-0.09309999999999999,45-4021
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.2093,0.1708,0.38761226075849203,-0.038500000000000006,0.1431,0.7084876123004114,-0.06620000000000001,51-4072
53-7031.00,Dredge Operators,0.2072,0.154,0.3581388403767082,-0.0532,0.0723,0.8685046337675605,-0.1349,53-7031
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.2049,0.1761,0.26146241887223703,-0.028799999999999992,0.1291,0.7239285545310004,-0.0758,51-4193
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",0.2048,0.1657,0.3360849591244688,-0.039100000000000024,0.1404,0.6828493215149629,-0.06440000000000001,47-5044
53-7064.00,"Packers and Packagers, Hand",0.2039,0.1751,0.4952743674671636,-0.028799999999999992,0.1714,0.570137217163099,-0.0325,53-7064
51-7011.00,Cabinetmakers and Bench Carpenters,0.2037,0.1707,0.377040885935735,-0.033,0.1562,0.6678752220187771,-0.04749999999999999,51-7011
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2031,0.1904,0.25289885572572873,-0.012699999999999989,0.1563,0.5804586326154608,-0.04680000000000001,51-4021
49-3091.00,Bicycle Repairers,0.2004,0.1594,0.57881021164222,-0.04100000000000001,0.1502,0.7626394490823811,-0.050199999999999995,49-3091
51-6093.00,Upholsterers,0.2001,0.1198,0.5691261293663089,-0.0803,0.1101,0.7624686603808193,-0.09,51-6093
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.1995,0.1433,0.48367956409480906,-0.0562,0.1238,0.7594642747142228,-0.07570000000000002,51-7042
29-1024.00,Prosthodontists,0.1979,0.1892,0.08725612488464832,-0.008699999999999986,0.1707,0.2720481067832451,-0.027200000000000002,29-1024
51-9081.00,Dental Laboratory Technicians,0.1971,0.1734,0.335413945187893,-0.0237,0.1483,0.6929092768066818,-0.04880000000000001,51-9081
47-2021.00,Brickmasons and Blockmasons,0.1967,0.1648,0.4308516058378887,-0.03190000000000001,0.1351,0.8309239743664871,-0.061600000000000016,47-2021
47-5011.00,"Derrick Operators, Oil and Gas",0.1958,0.1615,0.2825386261686976,-0.0343,0.1306,0.7255367481657187,-0.06520000000000001,47-5011
39-5092.00,Manicurists and Pedicurists,0.1958,0.168,0.24908097762851802,-0.02779999999999999,0.1412,0.7839291518465432,-0.05460000000000001,39-5092
53-7063.00,Machine Feeders and Offbearers,0.1946,0.1595,0.5209806522028398,-0.03509999999999999,0.1487,0.6243422257108234,-0.045899999999999996,53-7063
29-1022.00,Oral and Maxillofacial Surgeons,0.1937,0.1851,0.08592443175091648,-0.008600000000000024,0.1851,0.08592443175091648,-0.008600000000000024,29-1022
37-2012.00,Maids and Housekeeping Cleaners,0.1931,0.0876,0.5234718515804646,-0.1055,0.0685,0.8723731625110615,-0.12459999999999999,37-2012
47-2171.00,Reinforcing Iron and Rebar Workers,0.1924,0.1652,0.5447308720200227,-0.027199999999999974,0.1503,0.8417832393364897,-0.0421,47-2171
51-4121.00,"Welders, Cutters, Solderers, and Brazers",0.1923,0.1496,0.514126480904664,-0.04269999999999999,0.1365,0.7092056112638341,-0.05579999999999999,51-4121
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",0.1906,0.0945,0.5890921000262621,-0.09609999999999999,0.0824,0.8295113987328873,-0.10819999999999999,51-6052
51-7021.00,Furniture Finishers,0.1902,0.1158,0.5099754316462121,-0.07440000000000001,0.0994,0.7858665228876661,-0.0908,51-7021
51-9083.00,Ophthalmic Laboratory Technicians,0.1892,0.1672,0.30104303380931813,-0.02200000000000002,0.1466,0.671232491197221,-0.0426,51-9083
51-2023.00,Electromechanical Equipment Assemblers,0.1882,0.1661,0.3124978607078053,-0.02210000000000001,0.1504,0.6275142500382848,-0.0378,51-2023
47-5081.00,Helpers--Extraction Workers,0.1876,0.144,0.559741598500573,-0.0436,0.1308,0.7501774301411055,-0.05679999999999999,47-5081
49-9095.00,Manufactured Building and Mobile Home Installers,0.1869,0.1644,0.29351823768748136,-0.02250000000000002,0.1272,0.7946513981055172,-0.0597,49-9095
51-2061.00,Timing Device Assemblers and Adjusters,0.1866,0.1691,0.31641790544337434,-0.017499999999999988,0.1604,0.4902210345652999,-0.0262,51-2061
51-9195.03,"Stone Cutters and Carvers, Manufacturing",0.1854,0.1707,0.2937636080386657,-0.014700000000000019,0.1509,0.6913996940022687,-0.0345,51-9195
47-2044.00,Tile and Stone Setters,0.1851,0.1551,0.5061461704123367,-0.03,0.1268,0.8343129348258546,-0.05829999999999999,47-2044
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.1851,0.1584,0.31151148547054147,-0.026699999999999974,0.1484,0.5107119335143656,-0.03669999999999998,53-3011
51-6042.00,Shoe Machine Operators and Tenders,0.1842,0.1471,0.30674013134607697,-0.037099999999999994,0.1004,0.8606049118335124,-0.0838,51-6042
39-4011.00,Embalmers,0.1838,0.1729,0.25872499355352696,-0.010899999999999993,0.1469,0.7501370126041671,-0.03689999999999999,39-4011
53-7041.00,Hoist and Winch Operators,0.1829,0.1072,0.4132009025800903,-0.0757,0.0622,0.8535205469719978,-0.1207,53-7041
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",0.1815,0.1518,0.36699666990798374,-0.029700000000000004,0.1252,0.6643802044300753,-0.05629999999999999,51-7041
47-2141.00,"Painters, Construction and Maintenance",0.1813,0.1652,0.27587143406172826,-0.016099999999999975,0.1372,0.8354299449757779,-0.0441,47-2141
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.1804,0.1388,0.3673863234542885,-0.0416,0.1172,0.6147063811690077,-0.0632,49-3031
29-9093.00,Surgical Assistants,0.1798,0.1221,0.46398130207306054,-0.05769999999999999,0.1173,0.49576437048652405,-0.062499999999999986,29-9093
49-3043.00,Rail Car Repairers,0.1797,0.0777,0.5759079965584053,-0.102,0.0625,0.7329364053229183,-0.1172,49-3043
47-2041.00,Carpet Installers,0.1796,0.1491,0.44452246144914176,-0.0305,0.1245,0.8339520335207693,-0.05510000000000001,47-2041
35-2015.00,"Cooks, Short Order",0.1775,0.1712,0.12475510675860144,-0.0063,0.0665,0.8838584972304624,-0.11099999999999999,35-2015
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.176,0.1505,0.3170823896690591,-0.025499999999999995,0.1231,0.7188679543957129,-0.05289999999999999,51-4032
51-9198.00,Helpers--Production Workers,0.1757,0.1534,0.31724426822521706,-0.022299999999999986,0.1274,0.6624586849514529,-0.04829999999999998,51-9198
51-6011.00,Laundry and Dry-Cleaning Workers,0.1749,0.1237,0.3415314783629059,-0.051199999999999996,0.0851,0.6774583785584944,-0.0898,51-6011
51-9195.05,"Potters, Manufacturing",0.174,0.1475,0.20868778247909878,-0.026499999999999996,0.1085,0.7163645321777187,-0.06549999999999999,51-9195
49-9096.00,Riggers,0.1733,0.1,0.38341570261683094,-0.0733,0.0778,0.8267089310087057,-0.09550000000000002,49-9096
27-2021.00,Athletes and Sports Competitors,0.1719,0.1719,0.1103691495516287,0.0,0.1719,0.5642823150655777,0.0,27-2021
47-2011.00,Boilermakers,0.1714,0.1431,0.4591509571493962,-0.028299999999999992,0.1268,0.7100318078979394,-0.0446,47-2011
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.1711,0.133,0.4515696058904569,-0.038099999999999995,0.0929,0.7452856154611175,-0.0782,51-4031
51-2031.00,Engine and Other Machine Assemblers,0.1708,0.1168,0.5559452297082533,-0.054000000000000006,0.107,0.7532914819724205,-0.06380000000000001,51-2031
35-2011.00,"Cooks, Fast Food",0.1696,0.1586,0.22178779763509046,-0.01100000000000001,0.1303,0.7443875555555123,-0.0393,35-2011
49-9052.00,Telecommunications Line Installers and Repairers,0.1694,0.1493,0.3096889569866458,-0.020100000000000007,0.117,0.7815349308725974,-0.05239999999999999,49-9052
47-2152.04,Solar Thermal Installers and Technicians,0.1693,0.1394,0.556699227607657,-0.02990000000000001,0.1251,0.7450155882798821,-0.04420000000000002,47-2152
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.1686,0.088,0.5845802196885381,-0.0806,0.0649,0.8302199118064202,-0.1037,51-9196
51-9111.00,Packaging and Filling Machine Operators and Tenders,0.1685,0.1476,0.34446075702836965,-0.020900000000000002,0.1255,0.6941274037295228,-0.04300000000000001,51-9111
51-9082.00,Medical Appliance Technicians,0.1654,0.1435,0.33650627389395055,-0.021900000000000003,0.1131,0.7063616771349355,-0.052299999999999985,51-9082
37-3013.00,Tree Trimmers and Pruners,0.164,0.131,0.4484072924393199,-0.033,0.1087,0.827349674525742,-0.0553,37-3013
51-6031.00,Sewing Machine Operators,0.1621,0.1418,0.3149200050243477,-0.020299999999999985,0.1181,0.7741224295210434,-0.044,51-6031
51-6051.00,"Sewers, Hand",0.1619,0.1278,0.23127439168037656,-0.03409999999999999,0.0874,0.8655443076715944,-0.07449999999999998,51-6051
53-6032.00,Aircraft Service Attendants,0.1611,0.15,0.2777777777777778,-0.011099999999999999,0.1236,0.6111111111111112,-0.03749999999999999,53-6032
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.1602,0.126,0.4546693131470402,-0.03420000000000001,0.1188,0.5595562348531863,-0.041400000000000006,45-2093
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.1601,0.1418,0.3096170808872849,-0.018299999999999983,0.1091,0.7783540729017938,-0.05099999999999999,37-2011
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.1593,0.1314,0.3861988553844276,-0.027900000000000008,0.1007,0.8554789544219249,-0.0586,51-9195
45-3031.00,Fishing and Hunting Workers,0.1589,0.1397,0.22257952019603286,-0.019200000000000023,0.1114,0.7559144804847266,-0.047500000000000014,45-3031
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.1553,0.0482,0.7095348877223184,-0.1071,0.0362,0.948244852027957,-0.11909999999999998,49-9098
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.1548,0.1258,0.3882339285676824,-0.028999999999999998,0.0852,0.8528507396362428,-0.0696,37-3012
47-2121.00,Glaziers,0.1533,0.1253,0.4974975294659186,-0.027999999999999997,0.1073,0.8079936780079011,-0.045999999999999985,47-2121
47-2061.00,Construction Laborers,0.1496,0.098,0.4912230376622402,-0.05160000000000001,0.0579,0.9390379987973605,-0.0917,47-2061
49-3021.00,Automotive Body and Related Repairers,0.1493,0.0767,0.5097210881472909,-0.07259999999999998,0.0518,0.882479264073861,-0.09749999999999999,49-3021
51-2041.00,Structural Metal Fabricators and Fitters,0.1493,0.1053,0.3861694218389688,-0.043999999999999984,0.074,0.8701808356627883,-0.07529999999999999,51-2041
53-7061.00,Cleaners of Vehicles and Equipment,0.1476,0.115,0.3813799107114117,-0.032600000000000004,0.0772,0.8328680908287316,-0.0704,53-7061
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,0.1456,0.071,0.45324953900839593,-0.07460000000000001,0.0368,0.9434136740887608,-0.10880000000000001,35-9011
35-2021.00,Food Preparation Workers,0.1437,0.1178,0.3195893900292095,-0.025899999999999992,0.092,0.8067161602830265,-0.051699999999999996,35-2021
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.1427,0.103,0.6041851103178655,-0.0397,0.0938,0.7875114338538947,-0.0489,51-2011
49-9051.00,Electrical Power-Line Installers and Repairers,0.1426,0.1226,0.32060849503755523,-0.020000000000000004,0.0907,0.7641495310202109,-0.0519,49-9051
51-6041.00,Shoe and Leather Workers and Repairers,0.1425,0.0594,0.588075850332853,-0.08309999999999998,0.0332,0.9349938695740906,-0.10929999999999998,51-6041
47-4031.00,Fence Erectors,0.1423,0.1352,0.14248742450812296,-0.007100000000000023,0.0737,0.9005649306495725,-0.06860000000000001,47-4031
51-9031.00,"Cutters and Trimmers, Hand",0.1422,0.0637,0.39071824144009376,-0.07849999999999999,0.038,0.7034957366705973,-0.10419999999999999,51-9031
49-3052.00,Motorcycle Mechanics,0.1408,0.1145,0.4454549683481309,-0.026300000000000004,0.073,0.8391864782975503,-0.06780000000000001,49-3052
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.1398,0.1062,0.42038093649721536,-0.033600000000000005,0.056,0.8699985669701787,-0.08380000000000001,51-9124
45-2091.00,Agricultural Equipment Operators,0.1367,0.039,0.7961091689760839,-0.09769999999999998,0.027,0.9379079443530879,-0.10969999999999999,45-2091
47-4091.00,Segmental Pavers,0.1351,0.1313,0.07708819791600038,-0.003799999999999998,0.0577,0.9278335034827658,-0.0774,47-4091
37-3011.00,Landscaping and Groundskeeping Workers,0.1341,0.1122,0.2667735117340988,-0.021900000000000003,0.0718,0.8870361996906965,-0.062299999999999994,37-3011
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0.1334,0.085,0.38796570855183404,-0.048399999999999985,0.0336,0.9341913129485377,-0.0998,51-6021
53-7062.04,Recycling and Reclamation Workers,0.1325,0.0819,0.6175549790329105,-0.050600000000000006,0.0777,0.7009905278560206,-0.0548,53-7062
47-2221.00,Structural Iron and Steel Workers,0.1299,0.1086,0.3595807208114005,-0.021299999999999986,0.0832,0.8666545812834342,-0.04669999999999999,47-2221
49-9063.00,Musical Instrument Repairers and Tuners,0.1247,0.0822,0.5060094026441017,-0.04250000000000001,0.0397,0.8685242790484772,-0.085,49-9063
47-4041.00,Hazardous Materials Removal Workers,0.1243,0.0827,0.347161377704767,-0.0416,0.0543,0.8961274329286834,-0.06999999999999999,47-4041
49-9044.00,Millwrights,0.1242,0.0722,0.6006823472182258,-0.052000000000000005,0.0367,0.9200859848882302,-0.0875,49-9044
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",0.1229,0.1021,0.23686267067382527,-0.0208,0.0682,0.9147449723124678,-0.0547,47-2131
31-1132.00,Orderlies,0.1221,0.0649,0.5440371420124827,-0.0572,0.0524,0.7943762943661358,-0.0697,31-1132
47-2081.00,Drywall and Ceiling Tile Installers,0.1215,0.0966,0.42537107468360014,-0.02489999999999999,0.0704,0.8685099969537401,-0.05109999999999999,47-2081
51-2051.00,Fiberglass Laminators and Fabricators,0.1202,0.1062,0.2031961086349996,-0.013999999999999999,0.0739,0.8054551775826345,-0.04630000000000001,51-2051
47-2151.00,Pipelayers,0.1199,0.0781,0.497929035871863,-0.041800000000000004,0.042,0.8784791016681602,-0.0779,47-2151
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.1177,0.0949,0.45595243273965247,-0.0228,0.0695,0.8495429103625612,-0.04819999999999999,47-2042
47-2142.00,Paperhangers,0.1171,0.0976,0.314959199752433,-0.01949999999999999,0.0691,0.865083495786509,-0.048,47-2142
49-9094.00,Locksmiths and Safe Repairers,0.1163,0.087,0.5153508468767996,-0.029300000000000007,0.0707,0.8415811790053866,-0.0456,49-9094
47-5051.00,"Rock Splitters, Quarry",0.1146,0.0301,0.6387942588024453,-0.08449999999999999,0.0,1.0,-0.1146,47-5051
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",0.1146,0.073,0.449990054777311,-0.0416,0.0398,0.8838035228670568,-0.07479999999999999,47-2071
47-2082.00,Tapers,0.1114,0.1023,0.18116950872483845,-0.009099999999999997,0.067,0.8850745626284482,-0.044399999999999995,47-2082
51-4052.00,"Pourers and Casters, Metal",0.1105,0.0641,0.5194883411254794,-0.0464,0.0,1.0,-0.1105,51-4052
47-2072.00,Pile Driver Operators,0.1104,0.0605,0.599198502341065,-0.0499,0.0506,0.7977432856426782,-0.0598,47-2072
29-2012.01,Histology Technicians,0.1099,0.0759,0.24058938382600004,-0.034,0.0116,0.8842119602234028,-0.0983,29-2012
47-5043.00,"Roof Bolters, Mining",0.1094,0.0726,0.36905448909802196,-0.0368,0.0413,0.8499703841231137,-0.0681,47-5043
47-2161.00,Plasterers and Stucco Masons,0.1086,0.0856,0.4597540373163919,-0.023000000000000007,0.0588,0.9189217610130556,-0.049800000000000004,47-2161
49-3093.00,Tire Repairers and Changers,0.1079,0.0952,0.21490838518595543,-0.012699999999999989,0.077,0.5797229184954119,-0.030899999999999997,49-3093
49-3022.00,Automotive Glass Installers and Repairers,0.1077,0.0783,0.586951022106153,-0.02940000000000001,0.0659,0.8035545219423081,-0.041800000000000004,49-3022
47-2051.00,Cement Masons and Concrete Finishers,0.1059,0.0892,0.3223751063790352,-0.016699999999999993,0.0584,0.8471553084785459,-0.047499999999999994,47-2051
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.1058,0.083,0.4559046038261653,-0.0228,0.059,0.856403635272743,-0.04680000000000001,47-3011
47-3013.00,Helpers--Electricians,0.1034,0.0554,0.6253813058426845,-0.04800000000000001,0.0432,0.8705634010942263,-0.060200000000000004,47-3013
47-4051.00,Highway Maintenance Workers,0.0971,0.0426,0.6395210496315465,-0.05450000000000001,0.0158,0.9059137853577447,-0.08130000000000001,47-4051
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,0.097,0.0538,0.5937139805039306,-0.0432,0.0338,0.8468561564819556,-0.0632,47-4061
47-2053.00,Terrazzo Workers and Finishers,0.0946,0.0746,0.31514621465051157,-0.020000000000000004,0.0388,0.9482925119934386,-0.0558,47-2053
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.0925,0.0189,0.6213081118422895,-0.0736,0.0,1.0,-0.0925,47-3015
53-7051.00,Industrial Truck and Tractor Operators,0.0924,0.0254,0.7730045026022122,-0.067,0.0145,0.903637560989291,-0.0779,53-7051
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.0883,0.0763,0.24088415526348075,-0.011999999999999997,0.026,0.8263344478482917,-0.06230000000000001,51-3022
47-2043.00,Floor Sanders and Finishers,0.0872,0.0799,0.1457279120747675,-0.007300000000000001,0.0446,0.8513047774983706,-0.0426,47-2043
47-3016.00,Helpers--Roofers,0.0841,0.0673,0.3372682285783075,-0.016799999999999995,0.0417,0.8072508675230554,-0.04239999999999999,47-3016
47-2181.00,Roofers,0.0827,0.0503,0.49468832220212533,-0.0324,0.0269,0.9641715861806743,-0.055799999999999995,47-2181
47-3012.00,Helpers--Carpenters,0.0824,0.0236,0.5287316483094573,-0.058800000000000005,0.0,1.0,-0.0824,47-3012
51-9197.00,Tire Builders,0.0741,0.0677,0.12853640123670973,-0.006400000000000003,0.0301,0.8795980360747657,-0.044,51-9197
47-5071.00,"Roustabouts, Oil and Gas",0.0671,0.0315,0.3814706984618579,-0.03560000000000001,0.0,1.0,-0.0671,47-5071
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0.0656,0.0282,0.5885331711210291,-0.0374,0.0,1.0,-0.0656,49-9045
51-4071.00,Foundry Mold and Coremakers,0.0611,0.0299,0.49598703772237585,-0.031200000000000002,0.0,1.0,-0.0611,51-4071
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.0523,0.0301,0.3973917355596263,-0.0222,0.0,1.0,-0.0523,47-3014
47-2022.00,Stonemasons,0.0512,0.0321,0.381756343431653,-0.019100000000000006,0.0,1.0,-0.0512,47-2022
35-9021.00,Dishwashers,0.05,0.0244,0.5127574904681657,-0.0256,0.0,1.0,-0.05,35-9021
51-3023.00,Slaughterers and Meat Packers,0.05,0.0353,0.2942792391492715,-0.014700000000000005,0.0,1.0,-0.05,51-3023
