O*NET-SOC Code,Title,exposure,n_tasks,share_high,share_low,wshare_ANLY,wshare_CARE,wshare_CRTV,wshare_INFO,wshare_MACH,wshare_MGMT,wshare_PHYS,wshare_SOCL,wshare_TECH,exposure_pctile
19-4051.00,Nuclear Technicians,0.3944,18,0.1258,0.4254,0.1258,0.0,0.0,0.2355,0.0,0.0,0.517,0.1216,0.0,0.354
53-3051.00,"Bus Drivers, School",0.3943,17,0.2274,0.5954,0.0,0.0,0.0,0.2274,0.2672,0.0,0.2273,0.278,0.0,0.353
27-1026.00,Merchandise Displayers and Window Trimmers,0.3919,24,0.1216,0.3891,0.0447,0.0,0.1643,0.0734,0.0426,0.0,0.4311,0.244,0.0,0.352
29-1041.00,Optometrists,0.3918,10,0.1066,0.3981,0.1066,0.7919,0.0,0.0,0.0,0.0,0.0,0.1015,0.0,0.351
29-2012.00,Medical and Clinical Laboratory Technicians,0.3912,13,0.2687,0.5032,0.3474,0.0952,0.0,0.035,0.0,0.0798,0.4426,0.0,0.0,0.35
51-2092.00,Team Assemblers,0.3892,11,0.2828,0.4861,0.0,0.0,0.0,0.196,0.0447,0.1804,0.5789,0.0,0.0,0.349
53-7072.00,"Pump Operators, Except Wellhead Pumpers",0.389,14,0.2458,0.5433,0.0,0.0,0.0,0.1702,0.2647,0.0755,0.4063,0.0832,0.0,0.348
53-5031.00,Ship Engineers,0.3885,17,0.2403,0.5224,0.0,0.0,0.0,0.2403,0.2674,0.1208,0.3303,0.0412,0.0,0.347
39-5091.00,"Makeup Artists, Theatrical and Performance",0.3881,22,0.3414,0.4284,0.0,0.4026,0.0747,0.2925,0.0,0.0489,0.0758,0.1055,0.0,0.346
29-2035.00,Magnetic Resonance Imaging Technologists,0.387,24,0.1481,0.4749,0.0945,0.2498,0.0,0.2111,0.1884,0.0,0.1665,0.0423,0.0473,0.345
49-2097.00,Audiovisual Equipment Installers and Repairers,0.3857,11,0.2403,0.5525,0.0671,0.0,0.0,0.1732,0.1018,0.0,0.4507,0.2072,0.0,0.343
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.3852,22,0.0794,0.3848,0.0554,0.5356,0.0,0.1103,0.05,0.0951,0.0937,0.0599,0.0,0.342
27-1023.00,Floral Designers,0.3847,15,0.1255,0.3391,0.153,0.0707,0.1403,0.0638,0.0,0.0629,0.3365,0.1727,0.0,0.341
19-4051.02,Nuclear Monitoring Technicians,0.3827,16,0.1665,0.5636,0.0678,0.0714,0.0,0.0987,0.0,0.0,0.4922,0.2699,0.0,0.34
29-1292.00,Dental Hygienists,0.3809,16,0.2858,0.6305,0.0,0.5413,0.0,0.2858,0.0696,0.0156,0.0878,0.0,0.0,0.339
29-1081.00,Podiatrists,0.3805,11,0.1458,0.4318,0.1089,0.5673,0.0,0.0688,0.0,0.0,0.079,0.1759,0.0,0.338
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.3801,18,0.2742,0.5532,0.0,0.0,0.0,0.3174,0.0732,0.0508,0.5587,0.0,0.0,0.337
31-2012.00,Occupational Therapy Aides,0.3796,15,0.0792,0.5111,0.0,0.3191,0.0,0.1441,0.0,0.0632,0.1831,0.2905,0.0,0.336
35-3031.00,Waiters and Waitresses,0.3791,25,0.2463,0.5273,0.0,0.0,0.0,0.2379,0.0,0.0,0.4988,0.2634,0.0,0.335
19-4012.00,Agricultural Technicians,0.3783,26,0.3268,0.5451,0.0,0.0259,0.0214,0.2452,0.0926,0.0835,0.4266,0.1049,0.0,0.334
43-5021.00,Couriers and Messengers,0.3773,15,0.2185,0.5386,0.0807,0.0,0.0,0.1786,0.0843,0.0,0.4543,0.2022,0.0,0.333
29-2099.01,Neurodiagnostic Technologists,0.3767,16,0.1171,0.4938,0.0,0.5101,0.0,0.2536,0.0574,0.0,0.122,0.0569,0.0,0.332
31-9093.00,Medical Equipment Preparers,0.3761,15,0.2899,0.4791,0.0,0.0208,0.0,0.2899,0.2309,0.0,0.4583,0.0,0.0,0.33
51-5112.00,Printing Press Operators,0.3744,23,0.2192,0.5519,0.0,0.0,0.0,0.1773,0.139,0.0463,0.5217,0.0,0.1156,0.329
33-9032.00,Security Guards,0.373,14,0.0845,0.4583,0.0,0.1504,0.0,0.0845,0.1676,0.0,0.44,0.1574,0.0,0.328
29-1124.00,Radiation Therapists,0.3728,22,0.1925,0.5164,0.0365,0.5347,0.0,0.1559,0.0506,0.0427,0.1796,0.0,0.0,0.327
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.3727,24,0.1544,0.5758,0.023,0.0,0.0,0.0823,0.3407,0.1157,0.4383,0.0,0.0,0.326
53-7071.00,Gas Compressor and Gas Pumping Station Operators,0.3724,13,0.2403,0.5852,0.0,0.0,0.0,0.2403,0.5132,0.0,0.2465,0.0,0.0,0.325
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.3724,14,0.252,0.6691,0.0832,0.0,0.0,0.1686,0.0,0.0,0.6691,0.0791,0.0,0.324
51-8091.00,Chemical Plant and System Operators,0.3722,19,0.0999,0.5487,0.0378,0.0,0.0,0.062,0.4127,0.121,0.3059,0.0605,0.0,0.323
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.3717,31,0.1645,0.5646,0.0,0.0,0.0,0.122,0.1092,0.0152,0.6486,0.105,0.0,0.322
31-2021.00,Physical Therapist Assistants,0.3693,21,0.0928,0.4251,0.0,0.5084,0.0,0.1408,0.0437,0.0,0.0857,0.2214,0.0,0.321
51-8021.00,Stationary Engineers and Boiler Operators,0.3676,25,0.0924,0.4675,0.0,0.0,0.0,0.1166,0.3495,0.1112,0.3883,0.0344,0.0,0.32
47-4099.03,Weatherization Installers and Technicians,0.3663,20,0.3413,0.6587,0.0485,0.0,0.0,0.0929,0.0,0.0,0.6587,0.1999,0.0,0.319
39-3021.00,Motion Picture Projectionists,0.3638,17,0.1242,0.4283,0.0,0.0,0.0,0.2173,0.4381,0.0,0.3446,0.0,0.0,0.317
29-1126.00,Respiratory Therapists,0.3624,22,0.1506,0.4899,0.0977,0.5187,0.0,0.1052,0.0534,0.0374,0.0948,0.0928,0.0,0.316
29-1229.03,Urologists,0.3615,14,0.1511,0.4941,0.0756,0.5676,0.0,0.0755,0.0725,0.0734,0.0,0.1354,0.0,0.315
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.3611,17,0.1967,0.5809,0.0516,0.0,0.0,0.1451,0.0964,0.126,0.5809,0.0,0.0,0.314
49-2098.00,Security and Fire Alarm Systems Installers,0.3577,16,0.3189,0.6341,0.1001,0.0,0.0,0.1456,0.0,0.0,0.6341,0.1203,0.0,0.313
39-9011.00,Childcare Workers,0.3547,24,0.1314,0.4705,0.0,0.1811,0.0426,0.0887,0.0,0.0678,0.286,0.3337,0.0,0.312
29-1151.00,Nurse Anesthetists,0.3517,24,0.1623,0.5446,0.0856,0.5224,0.0,0.1616,0.0,0.0,0.1954,0.0351,0.0,0.311
35-2013.00,"Cooks, Private Household",0.3486,13,0.339,0.5164,0.0,0.0,0.1613,0.1777,0.0,0.1447,0.5164,0.0,0.0,0.31
51-4041.00,Machinists,0.348,29,0.2003,0.5569,0.0313,0.0,0.0498,0.038,0.2406,0.0213,0.4546,0.1281,0.0364,0.309
29-1291.00,Acupuncturists,0.348,18,0.1168,0.5434,0.0568,0.7245,0.0,0.1212,0.0,0.0,0.0416,0.0559,0.0,0.308
35-2012.00,"Cooks, Institution and Cafeteria",0.3479,17,0.1671,0.4883,0.0233,0.0,0.0438,0.2684,0.0,0.0567,0.544,0.0636,0.0,0.307
31-9011.00,Massage Therapists,0.3465,14,0.078,0.4618,0.0,0.5978,0.0,0.078,0.0,0.0,0.0861,0.2381,0.0,0.306
39-9011.01,Nannies,0.3464,19,0.0466,0.3676,0.0,0.2436,0.0,0.0466,0.0,0.0559,0.2161,0.4378,0.0,0.304
39-5093.00,Shampooers,0.3449,4,0.204,0.5443,0.0,0.796,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.303
51-4061.00,"Model Makers, Metal and Plastic",0.3448,16,0.2516,0.6849,0.0,0.0,0.0,0.1504,0.1486,0.0635,0.5364,0.0,0.1012,0.302
49-9099.01,Geothermal Technicians,0.3445,24,0.2981,0.5898,0.1246,0.0,0.0262,0.1473,0.0,0.0,0.7019,0.0,0.0,0.301
29-2033.00,Nuclear Medicine Technologists,0.3406,17,0.1595,0.5891,0.0892,0.2982,0.0,0.1289,0.264,0.0499,0.1699,0.0,0.0,0.3
51-8099.01,Biofuels Processing Technicians,0.3404,19,0.1226,0.5696,0.0,0.0,0.0,0.3025,0.1783,0.035,0.4842,0.0,0.0,0.299
31-1122.00,Personal Care Aides,0.3383,11,0.2035,0.6294,0.0,0.3114,0.0,0.1101,0.061,0.0934,0.1558,0.2683,0.0,0.298
29-2042.00,Emergency Medical Technicians,0.3382,12,0.1667,0.5833,0.0833,0.5,0.0,0.0833,0.0833,0.0,0.1667,0.0833,0.0,0.297
35-3011.00,Bartenders,0.3381,20,0.2754,0.5781,0.0561,0.0,0.0601,0.1593,0.0,0.0844,0.6401,0.0,0.0,0.296
51-9011.00,Chemical Equipment Operators and Tenders,0.3378,23,0.1363,0.6134,0.0412,0.0,0.0,0.0951,0.246,0.0735,0.4975,0.0467,0.0,0.295
51-2021.00,"Coil Winders, Tapers, and Finishers",0.3363,11,0.2302,0.6003,0.0923,0.0,0.0,0.3074,0.147,0.0,0.4533,0.0,0.0,0.294
51-9141.00,Semiconductor Processing Technicians,0.3362,20,0.2518,0.6393,0.0449,0.0,0.0,0.1409,0.0542,0.0,0.6941,0.0,0.0659,0.293
33-3011.00,Bailiffs,0.3357,15,0.189,0.5994,0.0,0.0,0.0,0.0447,0.0,0.0,0.7457,0.2095,0.0,0.291
31-9091.00,Dental Assistants,0.3356,16,0.1918,0.5935,0.0,0.2918,0.0,0.2643,0.0748,0.0,0.3043,0.0647,0.0,0.29
51-8013.00,Power Plant Operators,0.3342,30,0.0663,0.628,0.0256,0.0,0.0,0.1174,0.464,0.0,0.2903,0.1027,0.0,0.289
29-2043.00,Paramedics,0.3333,13,0.1538,0.5385,0.0769,0.6923,0.0,0.0769,0.0,0.0,0.0,0.1538,0.0,0.288
39-5011.00,Barbers,0.3332,18,0.2126,0.5627,0.0,0.163,0.0,0.2126,0.0,0.0502,0.4539,0.1202,0.0,0.287
31-9099.02,Endoscopy Technicians,0.3328,12,0.2457,0.5951,0.0,0.1601,0.0,0.2457,0.1643,0.0,0.3583,0.0717,0.0,0.286
53-7065.00,Stockers and Order Fillers,0.3324,30,0.3022,0.6728,0.052,0.0,0.0,0.1975,0.0323,0.0,0.6405,0.0778,0.0,0.285
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.3312,26,0.2449,0.6901,0.105,0.0,0.0,0.0927,0.0168,0.0171,0.6901,0.0427,0.0355,0.284
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.3305,19,0.1631,0.5663,0.0895,0.0,0.0,0.1144,0.3503,0.0519,0.3939,0.0,0.0,0.283
51-3092.00,Food Batchmakers,0.3294,25,0.1682,0.5763,0.1545,0.0,0.0,0.0539,0.4552,0.042,0.2944,0.0,0.0,0.282
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0.3278,22,0.1744,0.538,0.0,0.3635,0.0567,0.217,0.0,0.0395,0.2678,0.0555,0.0,0.281
31-1133.00,Psychiatric Aides,0.3275,17,0.1103,0.5943,0.0,0.5397,0.0,0.148,0.0,0.0,0.1126,0.1997,0.0,0.28
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.3271,14,0.2478,0.6676,0.0994,0.0,0.0,0.0402,0.0434,0.0,0.6242,0.0845,0.1083,0.278
47-5013.00,"Service Unit Operators, Oil and Gas",0.3253,19,0.0752,0.6244,0.109,0.0,0.0,0.165,0.3112,0.0828,0.2666,0.0655,0.0,0.277
51-7032.00,"Patternmakers, Wood",0.3233,20,0.2002,0.627,0.0897,0.0,0.0543,0.1406,0.0585,0.0532,0.6036,0.0,0.0,0.276
47-2111.00,Electricians,0.3229,21,0.2306,0.5278,0.0317,0.0,0.0576,0.0889,0.0,0.0987,0.685,0.0381,0.0,0.275
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.3195,19,0.1386,0.6426,0.0,0.0,0.0,0.1386,0.2721,0.0,0.5893,0.0,0.0,0.274
51-8013.03,Biomass Plant Technicians,0.3183,18,0.1205,0.6906,0.0,0.0,0.0,0.187,0.3845,0.0,0.4285,0.0,0.0,0.273
49-9031.00,Home Appliance Repairers,0.3178,29,0.162,0.568,0.0406,0.0,0.0,0.1628,0.107,0.0337,0.6151,0.0409,0.0,0.272
29-2092.00,Hearing Aid Specialists,0.3176,11,0.0912,0.6034,0.0,0.5015,0.0,0.0912,0.0,0.0,0.2148,0.1925,0.0,0.271
53-6021.00,Parking Attendants,0.3165,15,0.0738,0.6486,0.0738,0.0,0.0,0.0921,0.0675,0.0,0.4188,0.3479,0.0,0.27
49-2091.00,Avionics Technicians,0.3158,13,0.2062,0.5342,0.0786,0.0,0.0284,0.0992,0.0,0.0,0.7086,0.0852,0.0,0.269
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",0.3149,23,0.2711,0.5932,0.0,0.0387,0.0,0.1364,0.0,0.0,0.567,0.2579,0.0,0.268
33-2011.00,Firefighters,0.3146,30,0.0648,0.5309,0.0385,0.152,0.0,0.1404,0.0,0.0349,0.4767,0.1575,0.0,0.267
35-3023.01,Baristas,0.3083,19,0.1628,0.5846,0.0,0.0,0.0387,0.1746,0.0459,0.0,0.5846,0.1562,0.0,0.265
31-1131.00,Nursing Assistants,0.3078,33,0.1334,0.6337,0.036,0.5232,0.0,0.1335,0.0,0.0,0.2075,0.0998,0.0,0.264
53-7081.00,Refuse and Recyclable Material Collectors,0.3078,14,0.235,0.6819,0.0,0.0,0.0,0.1869,0.2206,0.0,0.4613,0.1311,0.0,0.263
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.3063,23,0.109,0.6328,0.0,0.0,0.0,0.072,0.1368,0.0,0.6401,0.114,0.037,0.262
39-5094.00,Skincare Specialists,0.3063,18,0.1296,0.5347,0.0,0.7131,0.0,0.1296,0.0,0.0,0.069,0.0883,0.0,0.261
51-3011.00,Bakers,0.3053,18,0.175,0.6508,0.0501,0.0,0.0299,0.0949,0.1755,0.0434,0.6061,0.0,0.0,0.26
27-2011.00,Actors,0.3052,18,0.1383,0.6592,0.0,0.0,0.6748,0.153,0.0,0.0,0.0157,0.1565,0.0,0.259
51-2022.00,Electrical and Electronic Equipment Assemblers,0.3033,16,0.1619,0.6319,0.0,0.0,0.0,0.2022,0.0,0.0662,0.6319,0.0997,0.0,0.258
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.3022,23,0.2142,0.7231,0.0796,0.0,0.0,0.1346,0.1228,0.0,0.6003,0.0627,0.0,0.257
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.3019,18,0.1481,0.7251,0.0,0.0,0.0,0.0814,0.0,0.0,0.7958,0.0952,0.0276,0.256
53-1041.00,Aircraft Cargo Handling Supervisors,0.3016,6,0.0,0.6004,0.0,0.0,0.0,0.0,0.0,0.1926,0.6004,0.207,0.0,0.255
53-7121.00,"Tank Car, Truck, and Ship Loaders",0.3003,19,0.1412,0.7041,0.071,0.0,0.0,0.225,0.2049,0.0491,0.4501,0.0,0.0,0.254
29-2053.00,Psychiatric Technicians,0.2995,16,0.0253,0.6071,0.0,0.5908,0.0,0.1074,0.0,0.0,0.0,0.3018,0.0,0.252
39-2011.00,Animal Trainers,0.2986,15,0.0763,0.4952,0.0,0.1572,0.0,0.0763,0.0,0.281,0.4228,0.0628,0.0,0.251
31-2022.00,Physical Therapist Aides,0.2977,19,0.1585,0.5796,0.0,0.4865,0.0,0.1585,0.0,0.0,0.253,0.1021,0.0,0.25
51-8031.00,Water and Wastewater Treatment Plant and System Operators,0.2963,8,0.1375,0.7491,0.0,0.0,0.0,0.1375,0.2678,0.1134,0.4812,0.0,0.0,0.249
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.295,26,0.067,0.6214,0.0,0.0,0.0,0.1579,0.2737,0.0,0.5083,0.0602,0.0,0.248
39-2021.00,Animal Caretakers,0.2948,22,0.174,0.5834,0.0,0.4607,0.0,0.1442,0.0,0.0,0.2446,0.1505,0.0,0.247
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.2947,30,0.2169,0.6533,0.0439,0.0,0.0,0.1752,0.03,0.0304,0.649,0.0715,0.0,0.246
49-9061.00,Camera and Photographic Equipment Repairers,0.2946,15,0.22,0.6877,0.0,0.0,0.0,0.2021,0.0,0.0,0.78,0.0179,0.0,0.245
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0.2937,18,0.1412,0.6456,0.0,0.0,0.0,0.1019,0.259,0.0,0.4637,0.1362,0.0393,0.244
29-1021.00,"Dentists, General",0.2932,20,0.0823,0.67,0.051,0.6665,0.0372,0.0314,0.1153,0.0443,0.0544,0.0,0.0,0.243
47-2132.00,"Insulation Workers, Mechanical",0.2917,9,0.1072,0.6665,0.2262,0.0,0.0,0.1072,0.0,0.0,0.6665,0.0,0.0,0.242
47-4021.00,Elevator and Escalator Installers and Repairers,0.2914,20,0.224,0.776,0.0561,0.0,0.0,0.1679,0.0,0.0,0.776,0.0,0.0,0.241
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.2913,29,0.1568,0.6189,0.1107,0.0,0.0304,0.0865,0.0791,0.0431,0.6119,0.0,0.0384,0.239
29-2099.05,Ophthalmic Medical Technologists,0.2912,31,0.0792,0.7321,0.0383,0.7049,0.0,0.0792,0.0518,0.0325,0.0684,0.025,0.0,0.238
53-5022.00,Motorboat Operators,0.2899,16,0.0688,0.6486,0.0,0.0,0.0,0.0688,0.2856,0.2792,0.2923,0.0741,0.0,0.237
51-9191.00,Adhesive Bonding Machine Operators and Tenders,0.2896,16,0.1389,0.6463,0.0,0.0,0.0,0.1389,0.2143,0.0,0.6468,0.0,0.0,0.236
35-3041.00,"Food Servers, Nonrestaurant",0.2891,14,0.1055,0.6734,0.0,0.0,0.0,0.2575,0.0,0.0,0.6215,0.121,0.0,0.235
51-6092.00,Fabric and Apparel Patternmakers,0.289,16,0.0578,0.6371,0.0,0.0,0.3051,0.0,0.0,0.0,0.6371,0.0,0.0578,0.234
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.2887,21,0.0991,0.7192,0.0,0.0,0.0,0.0991,0.2254,0.0,0.6108,0.0646,0.0,0.233
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.2881,28,0.1584,0.654,0.0,0.6155,0.0,0.1584,0.0,0.0,0.1604,0.0657,0.0,0.232
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.2849,15,0.1876,0.7591,0.0302,0.0,0.0,0.1574,0.0,0.0,0.7591,0.0533,0.0,0.231
29-2011.04,Histotechnologists,0.2833,16,0.184,0.7017,0.1137,0.0635,0.0,0.0703,0.0852,0.0568,0.553,0.0576,0.0,0.23
49-3011.00,Aircraft Mechanics and Service Technicians,0.2833,38,0.142,0.7284,0.0,0.0,0.0,0.1531,0.0647,0.0,0.7368,0.0263,0.0191,0.229
31-1121.00,Home Health Aides,0.2832,15,0.0931,0.642,0.0,0.5945,0.0,0.0931,0.0,0.0,0.1151,0.1974,0.0,0.228
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.2821,21,0.118,0.6783,0.0481,0.0,0.0,0.0967,0.1602,0.0,0.6209,0.0528,0.0213,0.226
39-4012.00,Crematory Operators,0.2819,12,0.25,0.75,0.0833,0.1667,0.0,0.0833,0.1667,0.0,0.3333,0.1667,0.0,0.225
35-3023.00,Fast Food and Counter Workers,0.2819,27,0.2474,0.661,0.0368,0.0,0.0,0.1576,0.0,0.0,0.6941,0.1115,0.0,0.224
53-6031.00,Automotive and Watercraft Service Attendants,0.2799,14,0.1712,0.7097,0.0,0.0,0.0,0.2608,0.0315,0.0,0.6782,0.0295,0.0,0.223
51-8013.04,Hydroelectric Plant Technicians,0.2799,21,0.1005,0.7357,0.0,0.0,0.0,0.1005,0.312,0.0,0.5347,0.0528,0.0,0.222
53-7011.00,Conveyor Operators and Tenders,0.2796,20,0.0911,0.6521,0.0,0.0,0.0,0.1386,0.1947,0.0,0.523,0.1436,0.0,0.221
39-6011.00,Baggage Porters and Bellhops,0.2796,17,0.1292,0.7007,0.0,0.0798,0.0,0.0589,0.0,0.0,0.5865,0.2748,0.0,0.22
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2791,15,0.1453,0.6542,0.1296,0.0,0.0,0.1453,0.0709,0.0,0.6542,0.0,0.0,0.219
49-9064.00,Watch and Clock Repairers,0.2777,15,0.1914,0.6763,0.0691,0.0,0.0,0.1222,0.0,0.0,0.7449,0.0638,0.0,0.218
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.277,19,0.1144,0.7588,0.0,0.0,0.0,0.0837,0.2467,0.0,0.5121,0.1268,0.0306,0.217
47-5023.00,"Earth Drillers, Except Oil and Gas",0.2757,29,0.1491,0.6876,0.1556,0.0,0.0414,0.1154,0.3511,0.0,0.3364,0.0,0.0,0.216
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.2751,23,0.0648,0.701,0.0,0.0,0.0,0.1592,0.2139,0.0,0.4871,0.1398,0.0,0.215
53-7021.00,Crane and Tower Operators,0.2746,11,0.0721,0.6728,0.1261,0.0,0.0,0.113,0.1279,0.0881,0.5449,0.0,0.0,0.213
29-2057.00,Ophthalmic Medical Technicians,0.2745,20,0.0606,0.7309,0.0,0.6646,0.0,0.1202,0.0,0.0,0.1086,0.1066,0.0,0.212
39-4021.00,Funeral Attendants,0.2735,24,0.1672,0.731,0.0631,0.0251,0.0,0.1041,0.0476,0.0438,0.5413,0.1749,0.0,0.211
27-4015.00,Lighting Technicians,0.2734,16,0.125,0.625,0.0,0.0,0.0,0.0625,0.0625,0.0,0.6875,0.125,0.0625,0.21
49-9043.00,"Maintenance Workers, Machinery",0.2726,18,0.1182,0.6468,0.0,0.0,0.0,0.1723,0.1167,0.0596,0.6515,0.0,0.0,0.209
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.2722,27,0.1649,0.6448,0.0,0.0,0.0,0.1294,0.1417,0.0555,0.5928,0.0806,0.0,0.208
51-4111.00,Tool and Die Makers,0.2699,17,0.1543,0.7257,0.0592,0.0,0.0861,0.0681,0.1883,0.0,0.5983,0.0,0.0,0.207
