O*NET-SOC Code,Title,exposure,n_tasks,share_high,share_low,wshare_ANLY,wshare_CARE,wshare_CRTV,wshare_INFO,wshare_MACH,wshare_MGMT,wshare_PHYS,wshare_SOCL,wshare_TECH,exposure_pctile
17-2141.02,Automotive Engineers,0.7283,25,0.728,0.0453,0.1736,0.0,0.2094,0.2404,0.0,0.13,0.0453,0.0509,0.1504,0.901
19-3094.00,Political Scientists,0.728,14,0.6721,0.0,0.2783,0.0,0.0792,0.2059,0.0,0.0636,0.0,0.373,0.0,0.9
17-3013.00,Mechanical Drafters,0.7276,15,0.8182,0.0,0.2301,0.0,0.5881,0.0,0.0,0.0471,0.0,0.1346,0.0,0.899
11-3031.03,Investment Fund Managers,0.7267,20,0.6442,0.0,0.3117,0.0,0.0402,0.0997,0.0,0.4354,0.0,0.113,0.0,0.898
17-2051.02,Water/Wastewater Engineers,0.7265,28,0.7734,0.0,0.2565,0.0,0.2681,0.1317,0.0,0.0634,0.0,0.198,0.0823,0.897
15-1299.04,Penetration Testers,0.7261,22,0.5909,0.0,0.2273,0.0,0.0,0.2273,0.0,0.0455,0.0455,0.2273,0.2273,0.896
13-1041.08,Customs Brokers,0.726,23,0.7306,0.0308,0.1535,0.0,0.0,0.4236,0.0,0.2077,0.0,0.2152,0.0,0.895
41-9031.00,Sales Engineers,0.7248,25,0.5513,0.0,0.0904,0.0,0.0375,0.3878,0.0,0.0866,0.0207,0.377,0.0,0.894
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",0.7238,30,0.6568,0.0,0.2659,0.0,0.0,0.3272,0.0,0.0267,0.0,0.3802,0.0,0.893
19-2041.03,Industrial Ecologists,0.7237,38,0.5704,0.0,0.2128,0.0,0.1976,0.4732,0.0,0.0,0.0,0.0842,0.0322,0.892
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.7224,22,0.7777,0.0,0.4383,0.0,0.0,0.0763,0.0,0.2599,0.0,0.2255,0.0,0.891
15-1299.08,Computer Systems Engineers/Architects,0.7224,28,0.6997,0.0,0.1839,0.0,0.0,0.0782,0.0,0.1831,0.0,0.1794,0.3754,0.889
15-1232.00,Computer User Support Specialists,0.721,16,0.6892,0.0,0.0,0.0,0.0,0.3023,0.0,0.0949,0.0,0.283,0.3198,0.888
19-1011.00,Animal Scientists,0.7204,9,0.8111,0.0533,0.0,0.0533,0.0,0.5433,0.0,0.0,0.0,0.2691,0.1344,0.887
19-2012.00,Physicists,0.7198,10,0.6216,0.0469,0.443,0.0,0.0,0.1028,0.0469,0.0,0.0,0.4074,0.0,0.886
27-1024.00,Graphic Designers,0.7185,19,0.7312,0.0,0.0,0.0,0.5712,0.3354,0.0361,0.0,0.0,0.0573,0.0,0.885
19-3099.01,Transportation Planners,0.7181,22,0.6524,0.0,0.4307,0.0,0.0896,0.0802,0.0,0.163,0.0,0.2366,0.0,0.884
11-3061.00,Purchasing Managers,0.7156,18,0.6368,0.0,0.2288,0.0,0.0,0.2479,0.0,0.3586,0.0,0.1124,0.0523,0.883
17-3031.00,Surveying and Mapping Technicians,0.7152,30,0.7274,0.0,0.4395,0.0,0.1937,0.1966,0.0,0.0262,0.0,0.0655,0.0785,0.882
17-1022.01,Geodetic Surveyors,0.7148,16,0.5669,0.0,0.5692,0.0,0.0,0.2482,0.0,0.065,0.0,0.1176,0.0,0.881
11-9199.02,Compliance Managers,0.7137,29,0.6348,0.0,0.2941,0.0,0.0,0.1968,0.0,0.1405,0.0,0.347,0.0216,0.88
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",0.7136,19,0.6706,0.0548,0.0,0.0,0.0,0.4613,0.0,0.2559,0.0548,0.228,0.0,0.879
29-9021.00,Health Information Technologists and Medical Registrars,0.7135,16,0.625,0.0625,0.0625,0.0,0.0,0.375,0.0,0.125,0.0625,0.1875,0.1875,0.878
17-2199.11,Solar Energy Systems Engineers,0.713,13,0.6955,0.0713,0.2748,0.0,0.1939,0.1001,0.0,0.0996,0.0713,0.0937,0.1666,0.876
19-3022.00,Survey Researchers,0.7127,16,0.5493,0.0,0.0675,0.0,0.2003,0.4201,0.0,0.064,0.0,0.2481,0.0,0.875
15-1221.00,Computer and Information Research Scientists,0.7126,15,0.6252,0.0,0.2532,0.0,0.0,0.0,0.0,0.3631,0.0434,0.1296,0.2108,0.874
19-3011.00,Economists,0.7124,14,0.6902,0.0472,0.2068,0.0,0.0,0.1746,0.0,0.0776,0.0,0.4703,0.0708,0.873
17-2199.05,Mechatronics Engineers,0.7094,23,0.7999,0.0,0.1957,0.0,0.4194,0.1437,0.0,0.1,0.0,0.0955,0.0457,0.872
11-9121.02,Water Resource Specialists,0.7092,21,0.624,0.0,0.4109,0.0,0.1516,0.2763,0.0,0.077,0.0,0.0843,0.0,0.871
47-4011.01,Energy Auditors,0.709,21,0.7647,0.1498,0.5935,0.0,0.0,0.079,0.0,0.0309,0.1498,0.1019,0.0449,0.87
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.7078,19,0.6954,0.0484,0.1761,0.0,0.0,0.4548,0.0,0.1544,0.0,0.1551,0.0596,0.869
43-3061.00,Procurement Clerks,0.7076,19,0.6245,0.054,0.2779,0.0,0.0,0.4845,0.0,0.1266,0.054,0.057,0.0,0.868
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.7068,33,0.5547,0.0,0.1682,0.0,0.0372,0.2151,0.0,0.0778,0.0263,0.4755,0.0,0.867
15-1241.01,Telecommunications Engineering Specialists,0.7063,26,0.6375,0.0241,0.2431,0.0,0.0451,0.2347,0.0,0.0872,0.1014,0.1245,0.164,0.866
19-1029.03,Geneticists,0.7063,24,0.7717,0.0387,0.104,0.0,0.0876,0.4277,0.0,0.0924,0.0387,0.1789,0.0707,0.865
13-1161.01,Search Marketing Strategists,0.7049,36,0.5152,0.0,0.2443,0.0,0.0141,0.0285,0.0,0.3129,0.0,0.1419,0.2583,0.863
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,0.7044,18,0.6182,0.0,0.3185,0.0,0.0851,0.0,0.0,0.1375,0.0,0.0667,0.3923,0.862
13-1032.00,"Insurance Appraisers, Auto Damage",0.7044,7,0.7504,0.1612,0.5997,0.0,0.0,0.1508,0.0,0.0883,0.1612,0.0,0.0,0.861
17-2011.00,Aerospace Engineers,0.7044,16,0.6074,0.0,0.149,0.0,0.1501,0.2893,0.0,0.1836,0.0826,0.0,0.1454,0.86
43-6012.00,Legal Secretaries and Administrative Assistants,0.7038,14,0.6267,0.1342,0.0843,0.0,0.0,0.5424,0.0987,0.0,0.1022,0.1724,0.0,0.859
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.7031,20,0.6422,0.0,0.2946,0.0,0.0615,0.3206,0.0,0.0396,0.0,0.2838,0.0,0.858
25-1082.00,"Library Science Teachers, Postsecondary",0.7029,25,0.5504,0.0,0.0958,0.0,0.0816,0.3828,0.0,0.1466,0.0,0.2932,0.0,0.857
43-9021.00,Data Entry Keyers,0.7029,9,0.6705,0.1289,0.4096,0.0,0.0,0.2237,0.0784,0.0,0.1289,0.0568,0.1025,0.856
19-4012.01,Precision Agriculture Technicians,0.7024,22,0.7294,0.1397,0.3306,0.0,0.1456,0.1856,0.0,0.0,0.1397,0.1622,0.0363,0.855
11-9121.01,Clinical Research Coordinators,0.7022,33,0.5998,0.0,0.2026,0.0,0.0544,0.2821,0.0,0.2107,0.0,0.2502,0.0,0.854
17-2199.10,Wind Energy Engineers,0.7017,16,0.6997,0.0,0.2886,0.0,0.2676,0.105,0.0,0.1283,0.0,0.1534,0.0572,0.853
15-1252.00,Software Developers,0.7013,17,0.5641,0.0,0.2601,0.0,0.0,0.0,0.0,0.2692,0.0,0.2334,0.2373,0.852
19-3093.00,Historians,0.7013,21,0.5264,0.053,0.0,0.0,0.105,0.4906,0.0,0.0356,0.1013,0.2676,0.0,0.85
11-1011.03,Chief Sustainability Officers,0.7008,18,0.5398,0.0,0.2614,0.0,0.2502,0.2739,0.0,0.1608,0.0,0.0,0.0538,0.849
43-5061.00,"Production, Planning, and Expediting Clerks",0.7008,17,0.5295,0.0,0.0963,0.0,0.0,0.488,0.0,0.245,0.0,0.1707,0.0,0.848
41-4011.07,Solar Sales Representatives and Assessors,0.7,13,0.6301,0.0,0.2338,0.0,0.1336,0.2521,0.0,0.0,0.0,0.3806,0.0,0.847
13-2052.00,Personal Financial Advisors,0.699,21,0.7438,0.0342,0.2596,0.0,0.0,0.0809,0.0,0.159,0.0,0.5006,0.0,0.846
11-3111.00,Compensation and Benefits Managers,0.6975,22,0.651,0.0,0.2423,0.0,0.0,0.18,0.0,0.4082,0.0,0.1696,0.0,0.845
17-2041.00,Chemical Engineers,0.6973,14,0.6465,0.0,0.2342,0.0,0.2269,0.3341,0.0,0.0512,0.0912,0.0,0.0623,0.844
17-2199.06,Microsystems Engineers,0.697,31,0.6025,0.0488,0.0666,0.0,0.3587,0.3005,0.0189,0.0587,0.094,0.0645,0.038,0.843
41-3021.00,Insurance Sales Agents,0.6968,19,0.6207,0.0295,0.2159,0.0,0.0549,0.3035,0.0,0.0241,0.0295,0.3537,0.0184,0.842
41-9021.00,Real Estate Brokers,0.6963,17,0.6286,0.0,0.2954,0.0,0.0404,0.3304,0.0,0.0894,0.0,0.2443,0.0,0.841
43-6011.00,Executive Secretaries and Executive Administrative Assistants,0.6961,22,0.6117,0.1596,0.0,0.0,0.0,0.6485,0.0,0.0717,0.0573,0.2225,0.0,0.84
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.6957,22,0.478,0.0,0.0958,0.0,0.0906,0.3004,0.0,0.1534,0.0,0.3599,0.0,0.839
17-1021.00,Cartographers and Photogrammetrists,0.6952,14,0.6957,0.0845,0.2952,0.0,0.3192,0.1675,0.0,0.0,0.0845,0.0,0.1336,0.837
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.6945,22,0.5113,0.0,0.1713,0.0,0.173,0.3516,0.0,0.0509,0.0,0.2532,0.0,0.836
15-1244.00,Network and Computer Systems Administrators,0.6943,20,0.7018,0.0668,0.1429,0.0,0.0,0.1362,0.0,0.0985,0.101,0.0827,0.4387,0.835
25-9021.00,Farm and Home Management Educators,0.6943,15,0.5408,0.0,0.1149,0.0,0.0671,0.3315,0.0,0.0706,0.0,0.4158,0.0,0.834
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.6933,23,0.4775,0.0,0.0974,0.0,0.0748,0.3156,0.0,0.1415,0.0,0.3707,0.0,0.833
17-2112.03,Manufacturing Engineers,0.6931,24,0.567,0.0,0.2582,0.0,0.1906,0.1909,0.0,0.0834,0.1415,0.1355,0.0,0.832
11-3021.00,Computer and Information Systems Managers,0.6928,17,0.5471,0.0,0.1592,0.0,0.0,0.1765,0.0,0.5007,0.0,0.0621,0.1015,0.831
13-2061.00,Financial Examiners,0.6916,17,0.5238,0.0,0.3273,0.0,0.0,0.203,0.0,0.2854,0.0,0.1844,0.0,0.83
25-1125.00,"History Teachers, Postsecondary",0.6914,25,0.5046,0.0,0.1336,0.0,0.0469,0.312,0.0,0.1731,0.0,0.3344,0.0,0.829
25-1031.00,"Architecture Teachers, Postsecondary",0.6908,22,0.4663,0.0,0.1014,0.0,0.0399,0.332,0.0,0.148,0.0,0.3786,0.0,0.828
11-9199.01,Regulatory Affairs Managers,0.6905,27,0.5073,0.0276,0.1357,0.0,0.0,0.1973,0.0,0.4902,0.0,0.1768,0.0,0.827
25-1063.00,"Economics Teachers, Postsecondary",0.6901,22,0.465,0.0,0.1008,0.0,0.0538,0.3228,0.0,0.1572,0.0,0.3655,0.0,0.826
19-3041.00,Sociologists,0.6901,15,0.4666,0.0,0.0824,0.0,0.213,0.2363,0.0,0.1225,0.0,0.3458,0.0,0.824
11-2021.00,Marketing Managers,0.6899,20,0.5709,0.0,0.2657,0.0,0.1929,0.0999,0.0,0.1728,0.0,0.2686,0.0,0.823
17-2072.00,"Electronics Engineers, Except Computer",0.6886,20,0.701,0.1032,0.2022,0.0,0.1497,0.1504,0.0,0.0625,0.1032,0.2161,0.1158,0.822
25-1112.00,"Law Teachers, Postsecondary",0.6884,23,0.4597,0.0,0.1039,0.0,0.0753,0.2976,0.0,0.1347,0.0,0.3886,0.0,0.821
27-3031.00,Public Relations Specialists,0.6882,18,0.6191,0.0663,0.0,0.0,0.3741,0.1574,0.0,0.0605,0.0,0.408,0.0,0.82
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.6882,18,0.5041,0.0528,0.1962,0.0,0.0,0.2602,0.0,0.0362,0.0528,0.4546,0.0,0.819
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.6882,24,0.4471,0.0,0.098,0.0,0.044,0.3155,0.0,0.1654,0.0,0.3771,0.0,0.818
19-3051.00,Urban and Regional Planners,0.6879,25,0.5886,0.0,0.2018,0.0,0.1558,0.178,0.0,0.1269,0.0,0.3376,0.0,0.817
25-1122.00,"Communications Teachers, Postsecondary",0.6879,22,0.4496,0.0,0.1125,0.0,0.0328,0.3154,0.0,0.1426,0.0,0.3967,0.0,0.816
25-1081.00,"Education Teachers, Postsecondary",0.6877,24,0.4502,0.0,0.0952,0.0,0.0466,0.3153,0.0,0.1589,0.0,0.3841,0.0,0.815
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.6876,23,0.4295,0.0,0.1013,0.0,0.0285,0.3089,0.0,0.1175,0.0,0.4438,0.0,0.814
25-1065.00,"Political Science Teachers, Postsecondary",0.6865,22,0.4527,0.0,0.1041,0.0,0.0499,0.3121,0.0,0.1506,0.0,0.3834,0.0,0.813
11-3031.00,Financial Managers,0.6863,17,0.5594,0.1427,0.3659,0.0,0.0,0.0959,0.0,0.3575,0.0,0.1808,0.0,0.811
13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.6855,12,0.7054,0.0,0.263,0.0,0.0,0.3921,0.0,0.1913,0.0,0.1537,0.0,0.81
25-1022.00,"Mathematical Science Teachers, Postsecondary",0.6848,23,0.4576,0.0,0.1107,0.0,0.0273,0.3031,0.0,0.1798,0.0,0.379,0.0,0.809
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.6847,23,0.4628,0.0,0.0985,0.0,0.039,0.3288,0.0,0.1634,0.0,0.3703,0.0,0.808
17-2199.07,Photonics Engineers,0.6842,26,0.6678,0.0369,0.1494,0.0,0.346,0.14,0.0,0.0846,0.1381,0.1419,0.0,0.807
41-9022.00,Real Estate Sales Agents,0.6832,33,0.685,0.058,0.1411,0.0,0.042,0.2899,0.0,0.1055,0.0254,0.3961,0.0,0.806
11-9199.10,Wind Energy Development Managers,0.6831,15,0.6479,0.0,0.1927,0.0,0.1455,0.1882,0.0,0.2862,0.0,0.1873,0.0,0.805
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.6828,23,0.4494,0.0,0.1024,0.0,0.0318,0.3178,0.0,0.1771,0.0,0.3709,0.0,0.804
15-1299.06,Digital Forensics Analysts,0.6825,20,0.65,0.1,0.15,0.0,0.05,0.3,0.0,0.05,0.1,0.25,0.1,0.803
11-2011.00,Advertising and Promotions Managers,0.6819,30,0.5344,0.0653,0.199,0.0,0.1769,0.1263,0.0,0.259,0.0,0.2387,0.0,0.802
13-1131.00,Fundraisers,0.6816,28,0.658,0.1268,0.1094,0.0,0.2177,0.132,0.0,0.3068,0.0,0.2341,0.0,0.801
25-1032.00,"Engineering Teachers, Postsecondary",0.681,24,0.467,0.0,0.0867,0.0,0.0497,0.3363,0.0,0.1901,0.0,0.3371,0.0,0.8
25-9031.00,Instructional Coordinators,0.681,30,0.4388,0.0,0.1524,0.0,0.0286,0.3026,0.0,0.1246,0.0,0.3919,0.0,0.798
11-3031.01,Treasurers and Controllers,0.6806,22,0.6977,0.0615,0.2495,0.0,0.0,0.1806,0.0,0.3649,0.0,0.205,0.0,0.797
11-9161.00,Emergency Management Directors,0.6803,23,0.6752,0.098,0.0958,0.0,0.2013,0.2801,0.0,0.1044,0.0648,0.2536,0.0,0.796
25-1123.00,"English Language and Literature Teachers, Postsecondary",0.6802,33,0.4338,0.0,0.0778,0.0,0.0477,0.283,0.0,0.1663,0.0,0.4252,0.0,0.795
13-2099.04,"Fraud Examiners, Investigators and Analysts",0.6802,23,0.5401,0.0647,0.0872,0.0,0.0,0.6317,0.0,0.0,0.0211,0.2109,0.0492,0.794
43-4151.00,Order Clerks,0.6802,19,0.6023,0.1245,0.1551,0.0,0.0,0.308,0.0,0.0437,0.1245,0.3688,0.0,0.793
11-2033.00,Fundraising Managers,0.6801,16,0.7167,0.0743,0.1169,0.0,0.2096,0.0731,0.0247,0.3842,0.0,0.1917,0.0,0.792
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",0.6794,27,0.4542,0.0,0.1122,0.0,0.0443,0.303,0.0,0.1977,0.0,0.3428,0.0,0.791
27-3023.00,"News Analysts, Reporters, and Journalists",0.6793,30,0.5422,0.0388,0.0,0.0,0.2305,0.3949,0.0555,0.1287,0.0,0.1904,0.0,0.79
19-2099.01,Remote Sensing Scientists and Technologists,0.6791,24,0.5755,0.1143,0.2325,0.0,0.1605,0.136,0.0,0.0699,0.1143,0.1726,0.1142,0.789
13-1071.00,Human Resources Specialists,0.6787,26,0.471,0.0,0.1674,0.0,0.0,0.2061,0.0,0.3822,0.0,0.2442,0.0,0.788
25-1011.00,"Business Teachers, Postsecondary",0.6783,25,0.3923,0.0,0.0978,0.0,0.0382,0.2643,0.0,0.1194,0.0,0.4804,0.0,0.787
25-1071.00,"Health Specialties Teachers, Postsecondary",0.6782,22,0.464,0.0,0.1048,0.0,0.0346,0.3314,0.0,0.1959,0.0,0.3333,0.0,0.785
27-4032.00,Film and Video Editors,0.6782,22,0.5604,0.0741,0.0544,0.0,0.5512,0.0477,0.0377,0.1702,0.0406,0.0982,0.0,0.784
19-2041.02,Environmental Restoration Planners,0.6777,23,0.5628,0.0,0.2145,0.0,0.3012,0.2531,0.0,0.0872,0.0,0.144,0.0,0.783
25-1064.00,"Geography Teachers, Postsecondary",0.6773,25,0.4654,0.0129,0.1161,0.0,0.048,0.3009,0.0,0.1832,0.0129,0.3389,0.0,0.782
43-4141.00,New Accounts Clerks,0.6772,15,0.5994,0.0749,0.0,0.0,0.0,0.4686,0.0166,0.0,0.0749,0.44,0.0,0.781
17-2141.01,Fuel Cell Engineers,0.6762,26,0.5437,0.0819,0.219,0.0,0.2266,0.1624,0.0407,0.0784,0.0709,0.0874,0.1146,0.78
13-1151.00,Training and Development Specialists,0.6762,20,0.5251,0.0,0.1918,0.0,0.0,0.3988,0.0,0.1427,0.0,0.2667,0.0,0.779
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.6762,25,0.4708,0.0,0.1113,0.0,0.0394,0.3212,0.0,0.182,0.0,0.3461,0.0,0.778
13-2022.00,Appraisers of Personal and Business Property,0.6756,14,0.5928,0.2108,0.3493,0.0,0.0,0.2435,0.0,0.0284,0.1548,0.224,0.0,0.777
15-1299.05,Information Security Engineers,0.6755,20,0.542,0.0,0.2051,0.0,0.05,0.0535,0.0,0.3551,0.0,0.1353,0.2009,0.776
25-1067.00,"Sociology Teachers, Postsecondary",0.6744,24,0.4363,0.0,0.0947,0.0,0.0485,0.303,0.0,0.1714,0.0,0.3824,0.0,0.775
11-3012.00,Administrative Services Managers,0.6743,18,0.5811,0.0,0.1233,0.0,0.0,0.222,0.0,0.4483,0.0,0.1556,0.0508,0.774
19-2021.00,Atmospheric and Space Scientists,0.6737,27,0.5959,0.0733,0.1828,0.0,0.0872,0.2395,0.0,0.0626,0.0733,0.3136,0.0409,0.772
25-1053.00,"Environmental Science Teachers, Postsecondary",0.6734,25,0.446,0.0,0.1191,0.0,0.0412,0.2935,0.0,0.1878,0.0,0.3585,0.0,0.771
41-2011.00,Cashiers,0.6731,28,0.5944,0.1637,0.2537,0.0,0.0,0.2651,0.0,0.0327,0.1101,0.3384,0.0,0.77
13-1031.00,"Claims Adjusters, Examiners, and Investigators",0.6731,29,0.4741,0.0,0.215,0.0,0.0,0.3627,0.0,0.0901,0.0,0.3322,0.0,0.769
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.673,18,0.4441,0.0599,0.1728,0.0,0.1112,0.223,0.0,0.1183,0.0599,0.3148,0.0,0.768
13-1041.00,Compliance Officers,0.6729,16,0.4543,0.0553,0.2061,0.0,0.0,0.1497,0.0,0.2226,0.0553,0.3664,0.0,0.767
53-6041.00,Traffic Technicians,0.6729,23,0.7007,0.1271,0.3341,0.0,0.0948,0.2286,0.0,0.1096,0.1507,0.0823,0.0,0.766
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.6726,26,0.4575,0.0,0.1184,0.0,0.0303,0.3184,0.0,0.1739,0.0,0.359,0.0,0.765
19-1029.04,Biologists,0.6722,22,0.5788,0.0578,0.0766,0.0,0.1152,0.4123,0.0,0.1119,0.0,0.2134,0.0707,0.764
19-1041.00,Epidemiologists,0.6715,16,0.4274,0.0,0.0838,0.0493,0.2171,0.201,0.0,0.3399,0.0,0.1089,0.0,0.763
17-2161.00,Nuclear Engineers,0.6711,20,0.5063,0.0,0.1249,0.0,0.0983,0.2733,0.0,0.3091,0.0425,0.1518,0.0,0.762
11-9179.02,Spa Managers,0.6709,21,0.5299,0.0475,0.0,0.0,0.0,0.3934,0.0,0.3554,0.0475,0.2037,0.0,0.761
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",0.6709,12,0.3849,0.0,0.0732,0.0,0.0,0.4138,0.0514,0.18,0.0,0.2815,0.0,0.759
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.6708,23,0.4712,0.095,0.2189,0.0,0.2363,0.2492,0.0,0.1574,0.0487,0.0894,0.0,0.758
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.6707,23,0.4399,0.0,0.095,0.0,0.04,0.3099,0.0,0.2055,0.0,0.3495,0.0,0.757
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.6702,14,0.5086,0.0,0.0,0.0,0.0,0.4288,0.0,0.3484,0.0,0.2229,0.0,0.756
43-6013.00,Medical Secretaries and Administrative Assistants,0.669,15,0.4445,0.086,0.0,0.0,0.0,0.5144,0.0811,0.0,0.086,0.3184,0.0,0.755
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.6682,27,0.6069,0.1123,0.0362,0.0,0.0745,0.5062,0.0,0.0586,0.0813,0.2432,0.0,0.754
17-3022.00,Civil Engineering Technologists and Technicians,0.6673,14,0.6214,0.1324,0.2362,0.0,0.1632,0.1776,0.0,0.1146,0.1324,0.176,0.0,0.753
25-1066.00,"Psychology Teachers, Postsecondary",0.6668,29,0.4269,0.0167,0.1064,0.0167,0.0398,0.2916,0.0,0.2061,0.0,0.3393,0.0,0.752
11-9071.00,Gambling Managers,0.6647,19,0.591,0.087,0.1046,0.0,0.0,0.2932,0.0,0.3305,0.018,0.2537,0.0,0.751
43-3011.00,Bill and Account Collectors,0.6643,15,0.2955,0.0,0.0765,0.0,0.0,0.3778,0.0,0.0,0.0,0.5457,0.0,0.75
15-1241.00,Computer Network Architects,0.664,33,0.6849,0.1255,0.1223,0.0,0.0398,0.1224,0.0,0.1586,0.1255,0.1731,0.2584,0.749
11-9121.00,Natural Sciences Managers,0.6639,16,0.4168,0.0,0.0803,0.0246,0.0,0.1272,0.0,0.6102,0.0,0.1577,0.0,0.748
17-2199.03,"Energy Engineers, Except Wind and Solar",0.663,21,0.5014,0.0479,0.1589,0.0,0.0,0.2479,0.0,0.1517,0.0479,0.2648,0.1287,0.746
41-2021.00,Counter and Rental Clerks,0.6621,16,0.5462,0.1875,0.085,0.0,0.0,0.4698,0.0,0.0,0.1702,0.275,0.0,0.745
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.6619,31,0.5226,0.0563,0.0763,0.0,0.0,0.4185,0.1247,0.0978,0.0563,0.1195,0.1068,0.744
11-3051.01,Quality Control Systems Managers,0.6618,27,0.4624,0.0248,0.1646,0.0,0.0,0.2601,0.0,0.2936,0.0992,0.1423,0.0402,0.743
19-1031.00,Conservation Scientists,0.6616,30,0.5785,0.0811,0.2067,0.0,0.2739,0.179,0.0,0.0584,0.0419,0.2031,0.037,0.742
17-1011.00,"Architects, Except Landscape and Naval",0.6615,24,0.5763,0.0815,0.0246,0.0,0.3819,0.2721,0.0,0.0954,0.0815,0.1445,0.0,0.741
25-1113.00,"Social Work Teachers, Postsecondary",0.6614,24,0.4175,0.0,0.0886,0.0,0.0299,0.2999,0.0,0.2,0.0,0.3816,0.0,0.74
17-2199.09,Nanosystems Engineers,0.6608,25,0.5321,0.1036,0.0459,0.0,0.3564,0.2194,0.0547,0.0952,0.0489,0.0948,0.0847,0.739
15-1299.09,Information Technology Project Managers,0.6599,21,0.4792,0.0,0.2439,0.0,0.0,0.0501,0.0,0.6136,0.0,0.0,0.0924,0.738
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.6597,29,0.3912,0.0,0.0782,0.0,0.0253,0.2607,0.0,0.2018,0.0,0.4339,0.0,0.737
29-9092.00,Genetic Counselors,0.6595,19,0.3408,0.0,0.0624,0.5048,0.0,0.3368,0.0,0.0,0.0,0.096,0.0,0.736
19-1012.00,Food Scientists and Technologists,0.659,13,0.5332,0.1654,0.0744,0.0,0.0,0.378,0.0,0.0798,0.2488,0.0638,0.1552,0.735
17-1022.00,Surveyors,0.658,24,0.4502,0.0702,0.4026,0.0,0.0969,0.1901,0.0,0.1753,0.0339,0.0363,0.0649,0.733
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,0.6578,28,0.4782,0.0,0.1028,0.0,0.0105,0.1591,0.0,0.4313,0.0,0.2963,0.0,0.732
19-1029.02,Molecular and Cellular Biologists,0.6577,22,0.5539,0.0831,0.2132,0.0,0.1016,0.2036,0.0479,0.2277,0.0352,0.0835,0.0874,0.731
25-3041.00,Tutors,0.6573,19,0.3713,0.0711,0.0,0.0,0.0458,0.3254,0.0,0.0,0.0,0.6287,0.0,0.73
19-2032.00,Materials Scientists,0.657,16,0.5359,0.1746,0.0582,0.0,0.1991,0.2506,0.0,0.0,0.1746,0.2464,0.0711,0.729
17-2061.00,Computer Hardware Engineers,0.656,18,0.5934,0.1057,0.3209,0.0,0.0647,0.1333,0.0,0.0558,0.1687,0.2078,0.0487,0.728
17-2141.00,Mechanical Engineers,0.6559,28,0.5054,0.0151,0.1762,0.0,0.1608,0.1701,0.0,0.253,0.0781,0.1618,0.0,0.727
15-2011.00,Actuaries,0.6558,15,0.6343,0.0949,0.1663,0.0,0.0,0.0,0.0,0.4679,0.0,0.3657,0.0,0.726
19-4099.03,Remote Sensing Technicians,0.6552,21,0.6569,0.1813,0.2954,0.0,0.1831,0.0427,0.0,0.1003,0.1813,0.1196,0.0777,0.725
19-3091.00,Anthropologists and Archeologists,0.6547,30,0.4669,0.1173,0.0549,0.0,0.1138,0.4133,0.0,0.0881,0.1173,0.2126,0.0,0.724
11-3131.00,Training and Development Managers,0.6545,12,0.4111,0.0,0.1491,0.0,0.0882,0.1995,0.0,0.2224,0.0,0.2591,0.0817,0.723
43-3041.00,Gambling Cage Workers,0.6534,17,0.6487,0.2102,0.2565,0.0,0.0,0.3058,0.0,0.0,0.2102,0.188,0.0396,0.722
25-1042.00,"Biological Science Teachers, Postsecondary",0.6527,27,0.4355,0.0284,0.1149,0.0,0.0646,0.2658,0.0,0.1739,0.0284,0.3523,0.0,0.72
17-3027.00,Mechanical Engineering Technologists and Technicians,0.6526,30,0.6865,0.1558,0.2221,0.0,0.2009,0.1791,0.0,0.0,0.2505,0.1474,0.0,0.719
